id,name,mass_g,fall,year,latitude,longitude,class
22357,Queen's Mercy,7000,Fell,1925,-30.11667,28.7,H6
23156,Sandia Mountains,45000,Found,1925,35.25,-106.5,"Iron, IIAB"
6662,Deport,15000,Found,1926,33.51667,-95.3,"Iron, IAB-sLL"
14721,Lua,9241,Fell,1926,24.95,75.15,L5
17972,Oakley (iron),111000,Found,1926,42.33333,-113.7,"Iron, IIIF"
17997,Ojuelos Altos,5850,Fell,1926,38.18333,-5.4,L6
17999,Okahandja,6580,Found,1926,-21.98333,16.93333,"Iron, IIAB"
18182,Peck's Spring,1600,Found,1926,32,-102,L5
24129,Urasaki,1500,Fell,1926,34.48333,133.28333,Stone-uncl
24226,Weatherford,2000,Found,1926,35.5,-98.7,CBa
4930,Ballinger,1250,Found,1927,31.76667,-99.98333,"Iron, IAB-MG"
7651,Dix,44000,Found,1927,41.23333,-103.48333,L6
11887,Hinojal,50000,Found,1927,-32.36667,-60.15,L6
11984,Hugoton,350000,Found,1927,37.2,-101.35,H5
15401,Mamra Springs,1000,Fell,1927,45.21667,62.08333,L6
17988,Oesede,1400,Fell,1927,52.28333,8.05,H5
18827,Pinnaroo,39400,Found,1927,-35.38333,140.91667,Mesosiderite-A4
23659,Social Circle,99300,Found,1927,33.7,-83.7,"Iron, IVA"
23998,Tilden,74800,Fell,1927,38.2,-89.68333,L6
24101,Udei Station,103000,Fell,1927,7.95,8.08333,"Iron, IAB-ung"
24110,Ulysses,3900,Found,1927,37.6,-101.25,H4
24206,Wallapai,430000,Found,1927,35.8,-113.7,"Iron, IID"
24217,Washington County,5750,Found,1927,39.7,-103.16667,"Iron, ungrouped"
375,Adams County,5700,Found,1928,39.96667,-103.76667,H5
5454,Cotesfield,1160,Found,1928,41.36667,-98.63333,L6
11888,Hinojo,1155,Found,1928,-36.86667,-60.16667,H
12053,Isthilart,3050,Fell,1928,-31.18333,-57.95,H5
16908,Naoki,17000,Fell,1928,19.25,77,H6
18029,Orlovka,40500,Found,1928,56,76.75,H5
18828,Piñon,17850,Found,1928,32.66667,-105.1,"Iron, ungrouped"
23787,Taicang,20000,Found,1928,31.5,121.08333,Stone-uncl
24136,Utzenstorf,3422,Fell,1928,47.11667,7.55,H5
24285,Winona,24000,Found,1928,35.2,-111.4,Winonaite
30368,York (stone),1440,Found,1928,40.86667,-97.6,L6
4925,Bald Mountain,3700,Fell,1929,35.96667,-82.48333,L4
4984,Beardsley,16000,Fell,1929,39.8,-101.2,H5
5245,Campbellsville,15400,Found,1929,37.36667,-85.36667,"Iron, IIIAB"
5350,Chihuahua City,54000,Found,1929,28.66667,-106.11667,"Iron, IC"
10957,Grant,525000,Found,1929,35.16667,-107.88333,"Iron, IIIAB"
12297,Khmelevka,6109,Fell,1929,56.75,75.33333,L5
12365,Krzadka,2500,Found,1929,50.375,21.73333,Iron
15473,Mellenbye,1181.6,Found,1929,-28.85,116.28333,LL6
18015,Olmedilla de Alarcón,40000,Fell,1929,39.56667,-2.1,H5
18066,Ozona,127500,Found,1929,30.73333,-101.3,H6
18069,Padvarninkai,3858,Fell,1929,55.66667,25,Eucrite-mmict
22593,Rewari,3332,Fell,1929,28.2,76.66667,L6
23887,Tauk,6000,Fell,1929,35.13333,44.45,L6
398,Aguada,1620,Fell,1930,-31.6,-65.23333,L6
5014,Bencubbin,118000,Found,1930,-30.75,117.78333,CBa
5112,Boriskino,1342,Fell,1930,54.23333,52.48333,CM2
5115,Borrego,2126,Found,1930,33.26667,-116.38333,L6
11467,Gyokukei,1320,Fell,1930,35,127.5,OC
12264,Karoonda,41730,Fell,1930,-35.08333,139.91667,CK4
12457,Landes,69800,Found,1930,38.9,-79.18333,"Iron, IAB-MG"
14650,Lillaverke,6862,Fell,1930,56.65,15.86667,H5
15456,Mbosi,16000000,Found,1930,-9.11667,33.06667,"Iron, ungrouped"
16630,Miami,57700,Found,1930,35.66667,-100.6,H5
16645,Miller (Arkansas),16700,Fell,1930,35.4,-92.05,H5
16738,Moorleah,8887.5,Fell,1930,-40.975,145.6,L6
18009,Oldenburg (1930),16570,Fell,1930,52.95,8.16667,L6
18101,Paragould,408000,Fell,1930,36.06667,-90.5,LL5
18846,Plantersville,2085,Fell,1930,30.7,-96.11667,H6
23893,Tell,16600,Found,1930,34.38333,-100.4,H6
24139,Uwharrie,72700,Found,1930,35.51667,-79.96667,"Iron, IIIAB"
471,Alikatnima,20000,Found,1931,-23.33333,134.11667,"Iron, ungrouped"
4983,Bear Lodge,48500,Found,1931,44.5,-104.2,"Iron, IIIAB"
5158,Bruno,13000,Found,1931,52.26667,-105.35,"Iron, IIAB"
5371,Clareton,1050,Found,1931,43.7,-104.7,L6
11872,Henbury,2000000,Found,1931,-24.56667,133.16667,"Iron, IIIAB"
12040,Ioka,31500,Found,1931,40.25,-110.08333,L3.5
12458,Landor,9000,Found,1931,-25.66667,117,Iron
18037,Osseo,46300,Found,1931,47.63333,-80.08333,"Iron, IAB complex"
18826,Pine River,3600,Found,1931,44.21667,-89.1,"Iron, IAB-sLL"
23692,Springwater,67600,Found,1931,52,-108.3,"Pallasite, PMG-an"
23884,Tatahouine,12000,Fell,1931,32.95,10.41667,Diogenite
30377,Yukan,4800,Fell,1931,28.71667,116.61667,LL6
2286,Altonah,21500,Found,1932,40.56667,-110.48333,"Iron, IVA"
2329,Archie,5070,Fell,1932,38.5,-94.3,H6
4939,Baquedano,22000,Found,1932,-23.3,-69.88333,"Iron, IIIAB"
5095,Boerne,1100,Found,1932,29.8,-98.8,H6
5457,Cowell,5717,Found,1932,-33.3,136.01667,"Iron, IIIAB"
6636,Deelfontein,28000,Found,1932,-30.18333,23.26667,"Iron, IAB-MG"
7723,Douar Mghila,1161,Fell,1932,32.33333,-6.3,LL6
11432,Gualeguaychú,22000,Fell,1932,-33,-58.61667,H6
11434,Guanghua,190000,Found,1932,32.4,111.7,"Iron, IVA"
12289,Khanpur,3698,Fell,1932,25.55,83.11667,LL5
12299,Khor Temiki,3200,Fell,1932,16,36,Aubrite
12385,Kuznetzovo,4047,Fell,1932,55.2,75.33333,L6
12386,Kyancutta,32700,Found,1932,-33.28333,136,"Iron, IIIAB"
12463,Lanton,13780,Found,1932,36.53333,-91.8,"Iron, IIIAB"
16992,Nordheim,15150,Found,1932,28.86667,-97.61667,"Iron, ungrouped"
18883,Prambachkirchen,2125,Fell,1932,48.3025,13.94083,L6
24196,Wagon Mound,87500,Found,1932,35.84083,-104.58583,L6
5179,Bushman Land,3000,Found,1933,-30,20,"Iron, IVA"
5316,Chajari,18300,Fell,1933,-30.78333,-58.05,L5
5340,Cherokee Springs,8400,Fell,1933,35.03333,-81.88333,LL6
10951,Grady (1933),4230,Found,1933,34.8,-103.31667,L3-6
11844,Harrisonville,46500,Found,1933,38.65,-94.33333,L6
11891,Hobbs,2300,Found,1933,32.73333,-103.1,H4
11892,Hobbs (b),1600,Found,1933,32.73333,-103.1,H5
11900,Holyoke,11200,Found,1933,40.56667,-102.3,H4
12400,La Lande,30000,Found,1933,34.45,-104.13333,L5
12446,Lake Murray,270000,Found,1933,34.1,-97,"Iron, IIAB"
14698,Loomis,3020,Found,1933,40.46667,-99.5,L6
15434,Marsland,6850,Found,1933,42.45,-103.3,H5
15475,Melrose (a),36400,Found,1933,34.38333,-103.61667,L5
18110,Pasamonte,5100,Fell,1933,36.21667,-103.4,Eucrite-pmict
18798,Pervomaisky,66000,Fell,1933,56.63333,39.43333,L6
18799,Pesyanoe,3393,Fell,1933,55.5,66.08333,Aubrite
18811,Phum Sambo,7800,Fell,1933,12,105.48333,H4
22590,Repeev Khutor,7000,Fell,1933,48.6,45.66667,"Iron, IIF"
22774,Roy (1933),47200,Found,1933,35.95,-104.2,L5
23513,Shafter Lake,3027,Found,1933,32.4,-102.58333,H5
23614,Sioux County,4100,Fell,1933,42.58333,-103.66667,Eucrite-mmict
30399,Zemaitkiemis,44100,Fell,1933,55.3,25,L6
2291,Amber,4532,Found,1934,35.16667,-97.88333,L6
4922,Bahjoi,10322,Fell,1934,28.48333,78.5,"Iron, IAB-sLL"
5022,Bennett County,89000,Found,1934,43.5,-101.25,"Iron, IIAB"
5440,Cope,12000,Found,1934,39.66667,-102.83333,H5
10075,Farmville,56000,Fell,1934,35.55,-77.53333,H4
10079,Fayetteville,2360,Fell,1934,36.05,-94.16667,H4
10932,Glen Rose (iron),11000,Found,1934,32.25,-97.71667,"Iron, ungrouped"
11428,Gruver,13100,Found,1934,36.33333,-101.4,H4
11472,Hainaut,9000,Fell,1934,50.31667,3.73333,H3-6
12269,Kearney,10000,Found,1934,40.68333,-99.06667,H5
15405,Mangwendi,22300,Fell,1934,-17.65,31.6,LL6
16920,Nashville (iron),18000,Found,1934,35.96667,-77.96667,Iron
18099,Para de Minas,116300,Found,1934,-19.86667,-44.61667,"Iron, IVA"
18105,Park City,12300,Found,1934,0,0,"Iron, IIAB"
22611,Rio Negro,1310,Fell,1934,-26.1,-49.8,L4
22768,Round Top (a),9935,Found,1934,30.05806,-96.65139,L5
22775,Roy (1934),5619,Found,1934,35.95,-104.2,L6
23687,Spearman,10400,Found,1934,36.25,-101.21667,"Iron, IIIAB"
23785,Taiban,25000,Found,1934,34.45,-104.01667,L5
24056,Tryon,15900,Found,1934,41.55,-100.96667,L6
24234,Weldona,27700,Found,1934,40.35,-103.95,H4
24271,Willard (b),12700,Found,1934,34.5,-105.83333,H3.6
5284,Carver,94000,Found,1935,32,-86,"Iron, IIAB"
11850,Hasparos,12880,Found,1935,34,-105.5,"Iron, IAB-MG"
14718,Łowicz,59000,Fell,1935,52,19.91667,Mesosiderite-A3
15417,Maria Elena (1935),15500,Found,1935,-22.33333,-69.66667,"Iron, IVA"
15457,McAddo,1100,Found,1935,33.75,-100.93333,L6
16976,Nikolaevka,3996,Fell,1935,52.45,78.63333,H4
17941,Nullarbor 001,40000,Found,1935,-31,132,H5
18081,Paloduro,3000,Found,1935,34.9,-101.21667,"Iron, IIIE"
18171,Patwar,37350,Fell,1935,23.15,91.18333,Mesosiderite-A1
18793,Perpeti,23474,Fell,1935,23.325,91,L6
18807,Phillips County (pallasite),1360,Found,1935,40.45,-102.38333,"Pallasite, PMG-an"
18824,Pine Bluffs,2700,Found,1935,41.18333,-104.06667,H
18848,Pleasanton,2300,Found,1935,38.18333,-94.71667,H5
18910,Quartz Mountain,4832,Found,1935,37.2,-116.7,"Iron, IIIAB"
388,Adrian,22600,Found,1936,35.15,-102.71667,H4
2339,Arriba,31100,Found,1936,39.3,-103.25,L5
5287,Cashion,5896.8,Found,1936,35.84778,-97.70333,H4
5324,Channing,15300,Found,1936,35.71667,-102.28333,H5
5493,Cuero,46500,Found,1936,29.01667,-97.28333,H5
10029,Elton,1900,Found,1936,33.71667,-100.83333,"Iron, ungrouped"
10073,Farley,19400,Found,1936,36.33333,-104.05,H5
10921,Gladstone (stone),57300,Found,1936,36.3,-104,H4
10958,Grant County,2300,Found,1936,37.46667,-101.43333,L6
11995,Ichkala,3973,Fell,1936,58.2,82.93333,H6
12265,Karval,1104,Found,1936,38.71667,-103.51667,H5
14668,Livingston (Montana),1600,Found,1936,45.6,-110.58333,"Iron, IIIAB"
15372,Macibini,1995,Fell,1936,-28.83333,31.95,Eucrite-pmict
15428,Marlow,68000,Found,1936,34.6,-97.91667,L5
16939,Negrillos,28500,Found,1936,-19.88333,-69.83333,"Iron, IIAB"
16955,New Leipzig,20000,Found,1936,46.36667,-101.95,"Iron, IAB-MG"
18048,Ouallen,5174,Found,1936,24.16667,0.08333,H6
18810,Phulmari,4064,Found,1936,20.13333,75.5,Stone-uncl
23135,Sanderson,6800,Found,1936,30.13333,-102.15,"Iron, IIIAB"
23497,Seneca,1900,Found,1936,39.83333,-96.06667,H4
23522,Shallowater,4650,Found,1936,33.7,-101.93333,Aubrite
24134,Ute Creek,1000,Found,1936,36.2,-103.9,H4
30378,Yurtuk,1472,Fell,1936,47.31667,35.36667,Howardite
450,Alamosa,1800,Found,1937,37.46667,-105.86667,L6
2326,Arcadia,19400,Found,1937,41.41667,-99.1,LL6
4995,Beenham,44400,Found,1937,36.21667,-103.65,L5
5126,Boxhole,500000,Found,1937,-22.61667,135.2,"Iron, IIIAB"
5143,Bristol,20000,Found,1937,36.56667,-82.18333,"Iron, IVA"
5145,Broken Bow,6800,Found,1937,41.43333,-99.7,H4
5151,Brownfield (1937),40960,Found,1937,33.21667,-102.18333,H3.7
5288,Casilda,5250,Found,1937,-33.1,-61.13333,H5
5302,Cedar (Kansas),4900,Found,1937,39.7,-98.98333,H6
5373,Clark County,11300,Found,1937,38,-84.16667,"Iron, IIIF"
5434,Coolidge,4500,Found,1937,38.03333,-101.98333,C4-ung
10048,Erofeevka,1771.9,Found,1937,51.86667,70.35,H4
10076,Farnum,4200,Found,1937,40.25,-100.23333,L5
10089,Ferguson Switch,1700,Found,1937,34,-101.5,H5
10952,Grady (1937),9300,Found,1937,34.8,-103.31667,H3.7
11452,Gundaring,112500,Found,1937,-33.3,117.66667,"Iron, IIIAB"
11828,Hardwick,7800,Found,1937,43.8,-96.16667,L4
11860,Haviland (a),1035,Found,1937,37.61667,-99.1,H5
12197,Johnson City,10400,Found,1937,37.55,-101.68333,L6
12217,Kaalijarv,2250,Found,1937,58.4,22.66667,"Iron, IAB-MG"
12229,Kainsaz,200000,Fell,1937,55.43333,53.25,CO3.2
12253,Kaptal-Aryk,3500,Fell,1937,42.45,73.36667,L6
12273,Kelly,44300,Found,1937,40.46667,-103.03333,LL4
12375,Kumerina,53500,Found,1937,-24.91667,119.41667,"Iron, IIC"
12410,Ladder Creek,35100,Found,1937,38.61667,-101.63333,L6
12448,Laketon,3600,Found,1937,35.56667,-100.66667,L6
14654,Lincoln County,4500,Found,1937,39.36667,-103.16667,L6
14710,Los Sauces,997000,Found,1937,-29.41667,-66.85,Iron
16819,Mrirt,79900,Found,1937,33.13333,-5.56667,Iron
17931,Novorybinskoe,3055,Found,1937,51.88333,71.25,"Iron, IVA"
18783,Peetz,11500,Found,1937,40.95,-103.08333,L6
18905,Putinga,300000,Fell,1937,-29.03333,-53.05,L6
22392,Rangala,3224.5,Fell,1937,25.38333,72.01667,L6
23468,Scurry,118000,Found,1937,32.5,-101,H5
23526,Shaw,17500,Found,1937,39.53333,-103.33333,L6/7
23649,Smith Center,1585,Found,1937,39.83333,-99.01667,L6
23689,Springfield,3200,Found,1937,37.38333,-102.63333,L6
23888,Tauti,21000,Fell,1937,46.71667,23.5,L6
23906,Texline,26200,Found,1937,36.4,-103.01667,H5
24202,Waldo,1300,Found,1937,39.1,-98.83333,L6
24329,Wonyulgunna,37800,Found,1937,-24.91667,120.06667,"Iron, IIIAB"
30743,Little Spring Creek,2950,Found,1937,37.68333,-105.7,H5
397,Agua Blanca,49000,Found,1938,-28.91667,-66.95,"Iron, IIIAB"
449,Alamogordo,13600,Found,1938,32.9,-105.93333,H5
4886,Atlanta,5500,Found,1938,31.8,-92.75,EL6
4901,Aurora,1000,Found,1938,36.33333,-105.05,H4
4913,Aztec,2830,Fell,1938,36.8,-108,L6
4953,Bartlett,8590,Found,1938,30.83333,-97.5,"Iron, IIIAB"
5021,Benld,1770.5,Fell,1938,39.08333,-89.15,H6
5104,Bonita Springs,41800,Found,1938,26.26667,-81.75,H5
5198,Calico Rock,7275,Found,1938,36.08333,-92.15,"Iron, IIAB"
5300,Cavour,26210,Found,1938,44.221494,-98.059192,H6
5335,Chebankol,127760,Found,1938,53.66667,88,"Iron, IAB-sHL"
7818,El Simbolar,40000,Found,1938,-30.63333,-64.88333,Iron
10862,Garnett,4788,Found,1938,38.26667,-95.25,H4
10947,Goose Lake,1169500,Found,1938,41.98,-120.54167,"Iron, IAB-sLL"
11841,Harriman (Om),13000,Found,1938,35.95,-84.56667,"Iron, IIIAB"
11914,Howe,8630,Found,1938,33.5,-96.6,H5
12205,Juarez,6100,Found,1938,-37.55,-60.15,L6
12368,Kukschin,2250,Fell,1938,51.15,31.7,L6
14722,Lubbock,1457.8,Found,1938,33.6,-101.73333,L5
16625,Metsäkylä,1200,Found,1938,60.65,27.06667,H4
16718,Monahans (1938),27900,Found,1938,31.48333,-102.88333,"Iron, IIF"
18098,Pantar,2130,Fell,1938,8.06667,124.28333,H5
22393,Ransom,15000,Found,1938,38.61667,-99.93333,H4
22651,Romero,17200,Found,1938,35.76667,-102.95,H4
22786,Rush Creek,9300,Found,1938,38.61667,-102.71667,L6
23157,Sandtown,9350,Found,1938,35.93333,-91.63333,"Iron, IIIAB"
23601,Silverton (Texas),2576,Found,1938,34.53333,-101.18333,H4
23669,Soper,3700,Found,1938,34.03333,-95.58333,"Iron, ungrouped"
23674,South African Railways,47000,Found,1938,0,0,"Iron, IVA"
23886,Tatum,1787,Found,1938,33.23333,-103.44167,H4
24268,Wiley,3500,Found,1938,38.15,-102.66667,"Iron, IIC"
24339,Wray (b),3884,Found,1938,40.33083,-102.19583,L5
30407,Zhovtnevyi,107000,Fell,1938,47.58333,37.25,H6
45813,Mukinbudin,8200,Found,1938,-30.91667,118.2,H5
2298,Andura,17900,Fell,1939,20.88333,76.86667,H6
5101,Bolshaya Korta,1593,Found,1939,57.63333,83.36667,H5
5180,Bushnell,1240,Found,1939,41.23333,-103.9,H4
5342,Chervony Kut,1700,Fell,1939,50.83333,34,Eucrite-mmict
5417,Concho,93500,Found,1939,32,-101.5,L6
5435,Coomandook,5230,Found,1939,-35.41667,139.75,H6
7731,Dresden (Ontario),47700,Fell,1939,42.52,-82.26,H6
7770,Edmonton (Canada),7340,Found,1939,53.66667,-113.41667,"Iron, IIAB"
7776,Ekeby,3336,Fell,1939,56.03333,13,H4
7793,El Burro,35900,Found,1939,29.33333,-101.83333,"Iron, IIAB"
10924,Glanggang,1303,Fell,1939,-7.25,107.7,H5-6
11853,Hat Creek,8900,Found,1939,42.91667,-104.41667,H4
12030,Indianola,4000,Found,1939,40.23333,-100.41667,L5
12275,Kendleton,6937,Fell,1939,29.45,-96,L4
12287,Keyes,142000,Found,1939,36.71667,-102.5,L6
15410,Mapleton,49000,Found,1939,42.18333,-95.71667,"Iron, IIIAB"
15464,McLean,4300,Found,1939,35.23333,-100.6,H6
16921,Nashville (stone),25000,Found,1939,37.45,-98.41667,L6
18057,Ovid,6169,Found,1939,40.96667,-102.4,H6
18820,Pierceville (stone),2125,Found,1939,37.86667,-100.66667,L6
22769,Round Top (b),7166,Found,1939,30.06667,-96.7,H4
23481,Selakopi,1590,Fell,1939,-7.23333,107.33333,H5
23596,Silver Bell,5100,Found,1939,32.48333,-111.56667,"Iron, IIAB"
23889,Tawallah Valley,75750,Found,1939,-15.7,135.66667,"Iron, IVB"
430,Akron (1940),1050,Found,1940,40.15,-103.16667,H6
2323,Arapahoe,19083,Found,1940,38.8,-102.2,L5
4985,Beaver,25628,Found,1940,36.8,-100.53333,L5
5040,Bhola,1047,Fell,1940,22.68333,90.65,LL3-6
5137,Brewster,17000,Found,1940,39.25,-101.33333,L6
5142,Briscoe,1773,Found,1940,34.35,-101.4,L5
5167,Burdett,8600,Found,1940,38.23333,-99.53333,H5
5394,Colby (Kansas),2400,Found,1940,39.41667,-101.05,H5
5414,Comanche (iron),19700,Found,1940,32.01667,-98.7,"Iron, IAB-sLL"
5464,Cranfills Gap,6000,Found,1940,31.75,-97.75,H6
6616,Davy (a),50600,Found,1940,29.1,-97.6,L4
6624,De Nova,12700,Found,1940,39.85,-102.95,L6
7756,Dwight,4100,Found,1940,38.85,-96.58333,L6
10035,Emsland,19000,Found,1940,53.1,7.2,"Iron, ungrouped"
10110,Fleming,1750,Found,1940,40.68333,-102.81667,H3.7
11908,Horace,19700,Found,1940,38.35,-101.78333,H5
12270,Kediri,3300,Fell,1940,-7.75,112.01667,L4
12453,Lamont,38690,Found,1940,38.07778,-96.02639,Mesosiderite
14657,Linwood,46000,Found,1940,41.43333,-96.96667,"Iron, IAB-MG"
16708,Moama,3416,Found,1940,-35.95,144.51667,Eucrite-cm
16991,Norcateur,3200,Found,1940,39.81667,-100.2,L6
18044,Otis,2600,Found,1940,38.53333,-99.05,L6
18107,Parma Canyon,2150,Found,1940,43.8,-117,Iron
22384,Ramnagar,3766,Fell,1940,26.45,82.9,L6
23177,Sardis,800000,Found,1940,32.94889,-81.865,"Iron, IAB complex"
23511,Seymour,25900,Found,1940,37.2375,-92.78694,"Iron, IAB-MG"
23651,Smithonia,69900,Found,1940,34,-83.16667,"Iron, IIAB"
24237,Wellman (a),55000,Found,1940,33.03333,-102.33333,H5
24258,Wickenburg (stone),9200,Found,1940,33.96667,-112.73333,L6
7,Abernathy,2914,Found,1941,33.85,-101.8,L6
5168,Burgavli,24900,Found,1941,66.4,137.46667,"Iron, IAB-MG"
5317,Chamberlin,2400,Found,1941,36.2,-102.45,H5
5507,Dalgety Downs,257000,Found,1941,-25.33333,116.18333,L4
11826,Harding County,3075,Found,1941,45.5,-103.5,L4
11865,Hayes Center,4500,Found,1941,40.51667,-101.03333,L6
15421,Maridi,3200,Fell,1941,4.66667,29.25,H6
15488,Mereta,1417.5,Found,1941,31.42611,-100.13333,H4
16774,Mount Egerton,22000,Found,1941,-24.76667,117.7,Aubrite-an
16961,New Westville,4800,Found,1941,39.8,-84.81667,"Iron, IVA"
18812,Phuoc-Binh,11000,Fell,1941,15.71667,108.1,L5
18878,Potter,261000,Found,1941,41.23333,-103.3,L6
23479,Seibert (a),3500,Found,1941,39.3,-102.83333,H5
23585,Sidney,6000,Found,1941,41.05,-102.9,L
23625,Slaton,1070,Found,1941,33.43333,-101.75,L4
24161,Vera,80000,Found,1941,-29.91667,-60.28333,L/LL4
393,Aggie Creek,43000,Found,1942,64.88333,-163.16667,"Iron, IIIAB"
2304,Ankober,6500,Fell,1942,9.53333,39.71667,H4
7645,Dimmitt,200000,Found,1942,34.58333,-102.16667,H3.7
7771,Edmonton (Kentucky),10200,Found,1942,37.03333,-85.63333,"Iron, IAB-sLM"
7820,El Timbu,500000,Found,1942,-33.11667,-60.96667,Iron
10120,Forest Vale,26000,Fell,1942,-33.35,146.85833,H4
12238,Kamalpur,2770,Fell,1942,26.03333,81.46667,L6
12251,Kapoeta,11355,Fell,1942,4.7,33.63333,Howardite
15454,Maziba,4975,Fell,1942,-1.21667,30,L6
16755,Mosca,6220,Found,1942,37.63333,-105.83333,L6
16803,Mount Sir Charles,22900,Found,1942,-23.83333,134.03333,"Iron, IVA"
23119,San Carlos,3600,Found,1942,-35.53333,-58.76667,H4
23727,Stonington,2700,Found,1942,37.28333,-102.2,H5
24148,Valentine,2300,Found,1942,42.93333,-100.75,L4
4911,Axtell,6200,Found,1943,31.66,-96.97167,CV3
5007,Belly River,7900,Found,1943,49.5,-113,H6
5023,Benoni,3880,Fell,1943,-26.16667,28.41667,H6
7754,Duwun,2117,Fell,1943,33.43333,127.26667,L6
12755,Leedey,51500,Fell,1943,35.88333,-99.33333,L6
12764,Leon,30000,Found,1943,37.66667,-96.76667,H5
15490,Mertzon,3720,Found,1943,31.26667,-100.83333,"Iron, IAB-ung"
16739,Moorumbunna,77000,Found,1943,-28.91667,136.25,"Iron, IIIAB"
7643,Dimboola,16000,Found,1944,-36.5,142.03333,H5
7733,Drum Mountains,529000,Found,1944,39.5,-112.9,"Iron, IIIAB"
10857,Garden Head,1296,Found,1944,49.81667,-108.46,"Iron, IAB-sHH"
11479,Hallingeberg,1456,Fell,1944,57.81667,16.23333,L3.4
16820,Mtola,1100,Fell,1944,-11.5,33.5,Stone-uncl
16910,Nardoo (no. 1),3180,Found,1944,-29.53333,143.98333,H5
16911,Nardoo (no. 2),1694,Found,1944,-29.5,144.06667,L6
18049,Oubari,8000,Found,1944,26.8,13.58333,LL6
24089,Twentynine Palms,19700,Found,1944,34.075,-116.01667,L
24109,Ultuna,1900,Found,1944,59.81667,17.66667,H
24144,Valdavur,2799,Fell,1944,11.98333,79.75,H6
24280,Wilmot,2000,Found,1944,37.38333,-96.86667,H6
4888,Atoka,1384.2,Fell,1945,34.31667,-96.15,L6
11843,Harrison Township,3263,Found,1945,38.33333,-101.71167,L6
12052,Isoulane-n-Amahar,72000,Found,1945,27.12917,8.66722,L6
12413,Laguna Manantiales,92000,Found,1945,-48.58333,-67.41667,Iron
15491,Meru,6000,Fell,1945,0,37.66667,LL6
16996,Norquín,19250,Found,1945,-37.71667,-70.61667,"Iron, IIIAB"
23671,Soroti,2050,Fell,1945,1.7,33.63333,"Iron, ungrouped"
24033,Tostado,22000,Found,1945,-29.23333,-61.76667,H6
24343,Wynella,40000,Found,1945,-28.95,148.13333,H4
52412,Fuhe,23000,Fell,1945,31.47556,113.56694,L5
5078,Bluewater,9540,Found,1946,35.26667,-107.96667,"Iron, IIIAB"
5177,Bursa,25000,Fell,1946,40.2,29.23333,L6
5391,Cockburn,2460,Found,1946,-32.13333,141.03333,L6
12080,Jenkins,55400,Found,1946,36.82444,-93.76111,"Iron, IAB-MG"
12320,Kinsella,3720,Found,1946,53.2,-111.43333,"Iron, IIIAB"
12357,Krasnyi Klyuch,4000,Fell,1946,54.33333,56.08333,H5
12364,Krymka,50000,Fell,1946,47.83333,30.76667,LL3.2
18786,Peña Blanca Spring,70000,Fell,1946,30.125,-103.11667,Aubrite
24210,Walters,28100,Fell,1946,34.33333,-98.3,L6
30376,Yudoma,7600,Found,1946,60,140,"Iron, IVA"
55546,Binneringie,9056,Found,1946,-31.4875,122.12389,H5
371,Acme,75000,Found,1947,33.63333,-104.26667,H5
2293,Amherst,8500,Found,1947,40.8,-99.2,L6
5289,Casimiro de Abreu,25000,Found,1947,-22.46667,-42.21667,"Iron, IIIAB"
7760,Eagle,10000,Fell,1947,40.78167,-96.47167,EL6
11840,Harriman (Of),30000,Found,1947,35.95,-84.56667,"Iron, IVA"
11886,Hill City,11700,Found,1947,39.36667,-99.85,"Iron, IVA"
12234,Kalkaska,9399,Found,1947,44.64694,-85.13667,"Iron, IIIAB"
12461,Långhalsen,2300,Fell,1947,58.85,16.73333,L6
14720,Loyola,2077,Found,1947,0,0,L5
18788,Penokee,3580,Found,1947,39.35,-99.91667,H5
18866,Pony Creek,4642,Found,1947,31.66333,-99.95,H4
22584,Reliegos,17300,Fell,1947,42.475,-5.33333,L5
23134,Sand Draw,1200,Found,1947,40.81667,-102.25,H5
23593,Sikhote-Alin,23000000,Fell,1947,46.16,134.65333,"Iron, IIAB"
24326,Wolf Creek,760000,Found,1947,-19.3,127.76667,"Iron, IIIAB"
5096,Bogoslovka,2180,Found,1948,52.5,68.8,H5
7720,Dorrigo,8500,Found,1948,-30.28333,152.66667,"Iron, ungrouped"
7740,Duketon,118300,Found,1948,-27.5,122.36667,"Iron, IIIAB"
10022,Ellis County,4692,Found,1948,38.78333,-99.33333,H6
10843,Gail,4650,Found,1948,32.7,-101.6,H4
12302,Kielpa,13600,Found,1948,-33.6,136.1,H5
15414,Mardan,4500,Fell,1948,34.23333,72.08333,H5
16712,Modoc (1948),1800,Found,1948,38.5,-101.1,H6
16938,Neenach,13800,Found,1948,34.8,-118.5,L6
17922,Norton County,1100000,Fell,1948,39.68333,-99.86667,Aubrite
22605,Rifle,102700,Found,1948,38.51667,-107.83333,"Iron, IAB-MG"
22785,Rush County,4300,Found,1948,39.5,-85.5,H5
24140,Uzcudun,20000,Fell,1948,-44.11667,-66.15,L
24211,Waltman,23410,Found,1948,43,-107.16667,L4
456,Albin (stone),15400,Found,1949,41.41667,-104.1,L
2281,Almelo Township,3180,Found,1949,39.6,-100.11667,L5
5026,Benton,2840,Fell,1949,45.95,-67.55,LL6
5141,Briggsdale,2230,Found,1949,40.66667,-104.31667,"Iron, IIIAB"
5392,Cocklebiddy,19500,Found,1949,-31.93333,126.21667,H5
5503,Dadin,27300,Found,1949,-38.91667,-69.2,Iron
